"sess","id","whole","time","where","day","sessname"
103,545,"comparison of diagnostic performance levels using partial auc hua ma*, andriy i. bandos and david gur, university of pittsburgh","5:00","Grand Ballroom X (3rd Floor)","Tuesday, March 18","103. contributed papers: diagnostic and screening tests"
104,546,"104. contributed papers: statistical methods for biomarker discovery modeling physical mixtures of niels r. hansen* and martin vincent, test samples to improve class prediction university of copenhagen","5:15","Atlantic Room (3rd Floor)","Tuesday, March 18","104. contributed papers: statistical methods for biomarker discovery"
104,547,"new class of bivariate weibull distributions to accommodate the concordance correlation coefficient for left-censored data the pennsylvania state hershey college of medicine uthumporn domthong* and vernon m. chinchilli,","3:45","Atlantic Room (3rd Floor)","Tuesday, March 18","104. contributed papers: statistical methods for biomarker discovery"
104,548,"a semi-parametric roc method for assessing biomarkers subject to measurement errors and limit of detection and drug administration le kang*, weijie chen and lucas tcheuko, u.s. food","4:00","Atlantic Room (3rd Floor)","Tuesday, March 18","104. contributed papers: statistical methods for biomarker discovery"
104,549,"clustering and dmr identification using illumina methylation microarray jeff campbell*, duchwan ryu, varghese george, hongyan xu and jaejik kim, georgia regents university","4:15","Atlantic Room (3rd Floor)","Tuesday, March 18","104. contributed papers: statistical methods for biomarker discovery"
104,550,"confidence metrics for identification of proteins, post-translational modifications (ptms) and proteoforms florida state university naomi c. brownstein* and nicolas l. young,","4:30","Atlantic Room (3rd Floor)","Tuesday, March 18","104. contributed papers: statistical methods for biomarker discovery"
104,551,"feature selection for ranked-based classifiers applied to cancer biomarker discovery bahman afsari*, luigi marchionni and elana j. fertig, ulissess braga-neto, texas a&m university program 87 johns hopkins university donald geman, johns hopkins university * = presenter | n = student award winner","4:45","Atlantic Room (3rd Floor)","Tuesday, March 18","104. contributed papers: statistical methods for biomarker discovery"
104,552,"meta-analysis of regulatory network on major depressive disorder by liquid association shuchang liu*, ying ding and george c. tseng, university of pittsburgh","5:00","Atlantic Room (3rd Floor)","Tuesday, March 18","104. contributed papers: statistical methods for biomarker discovery"
104,553,"enar business meeting (open to all enar members) wednesday, march 19","5:30","Atlantic Room (3rd Floor)","Tuesday, March 18","104. contributed papers: statistical methods for biomarker discovery"
105,554,"105. modern survival analysis in observational studies model for case-cohort studies soyoung kim, fred hutchinson cancer research center david couper, university of north carolina, chapel hill more efficient estimator for additive hazard jianwen cai*, university of north carolina, chapel hill","8:30","Bristol Room (3rd Floor)","Wednesday, March 19","105. modern survival analysis in observational studies"
105,555,"contrasting group-specific cumulative means associated with marked recurrent events in the presence of a terminating event douglas e. schaubel*, university of michigan rick ma, regeneron pharmaceuticals","8:55","Bristol Room (3rd Floor)","Wednesday, March 19","105. modern survival analysis in observational studies"
105,556,"gateau differential based boosting for time-varying survival models yi li*, ji zhu and kevin he, university of michigan","9:20","Bristol Room (3rd Floor)","Wednesday, March 19","105. modern survival analysis in observational studies"
105,557,"screening for osteoporosis in postmenopausal women: a case study in interval censored competing risks data jason fine*, university of north carolina, chapel hill","9:45","Bristol Room (3rd Floor)","Wednesday, March 19","105. modern survival analysis in observational studies"
106,559,"106. recent development on personalized medicine asa biopharmaceutical section","10:10","Grand Ballroom IX (3rd Floor)","Wednesday, March 19","106. recent development on personalized medicine"
106,560,"q-learning with l1 regularization min qian*, columbia university","8:30","Grand Ballroom IX (3rd Floor)","Wednesday, March 19","106. recent development on personalized medicine"
106,561,"personalized medicine and artificial intelligence michael r. kosorok*, university of north carolina, chapel hill","8:55","Grand Ballroom IX (3rd Floor)","Wednesday, March 19","106. recent development on personalized medicine"
106,562,"bayesian methods for dose-finding with targeted agents in early phase trials peter f. thall*, university of texas md anderson cancer center","9:20","Grand Ballroom IX (3rd Floor)","Wednesday, March 19","106. recent development on personalized medicine"
106,563,"use of dna sequencing in oncology discovery clinical trials richard simon*, national cancer institute, national institutes of health","9:45","Grand Ballroom IX (3rd Floor)","Wednesday, March 19","106. recent development on personalized medicine"
107,564,"107. causal inference in the assessment of surrogate markers school of medicine","10:10","Grand Ballroom II (3rd Floor)","Wednesday, March 19","107. causal inference in the assessment of surrogate markers"
107,565,"measures of surrogacy using principal stratification jeremy mg taylor*, anna conlon and michael r. elliott, university of michigan","8:30","Grand Ballroom II (3rd Floor)","Wednesday, March 19","107. causal inference in the assessment of surrogate markers"
107,566,"assessing the surrogacy paradox michael r. elliott*, anna conlon, yun li and jeremy mg taylor, university of michigan * = presenter | n = student award winner 88 enar 2014 | spring meeting | march 16–19","8:55","Grand Ballroom II (3rd Floor)","Wednesday, March 19","107. causal inference in the assessment of surrogate markers"
107,567,"direct estimation of joint counterfactual probabilities for the assessment of binary surrogate endpoints tomasz burzykowski, hasselt university, belgium geert molenberghs, leuven university, belgium marc buyse*, iddi inc. ariel alonso, maastricht university, the netherlands","9:20","Grand Ballroom II (3rd Floor)","Wednesday, March 19","107. causal inference in the assessment of surrogate markers"
107,568,"evaluation of surrogates of protection in pre-clinical hiv vaccine trials dustin m. long, west virginia university chapel hill michael g. hudgens*, university of north carolina,","9:45","Grand Ballroom II (3rd Floor)","Wednesday, March 19","107. causal inference in the assessment of surrogate markers"
108,569,"108. new developments in multiple comparisons procedures and variable selection university","10:10","Grand Ballroom III (3rd Floor)","Wednesday, March 19","108. new developments in multiple comparisons procedures and variable selection"
108,570,"false discovery control in large-scale spatial multiple testing wenguang sun*, university of southern california tony cai, university of pennsylvania md anderson cancer center brian reich, north carolina state university michele guindani, university of texas armin schwartzman, north carolina state university","8:30","Grand Ballroom III (3rd Floor)","Wednesday, March 19","108. new developments in multiple comparisons procedures and variable selection"
108,571,"estimating the evidence of replicability in ‘omics’ research ruth heller*, tel-aviv university marina bogomolov, technion","8:55","Grand Ballroom III (3rd Floor)","Wednesday, March 19","108. new developments in multiple comparisons procedures and variable selection"
108,572,"statistics coauthor and citation network jiashun jin*, carnegie mellon university pengsheng ji, university of georgia","9:20","Grand Ballroom III (3rd Floor)","Wednesday, March 19","108. new developments in multiple comparisons procedures and variable selection"
108,573,"adaptive controls of fwer and fdr under block dependence wenge guo, new jersey institute of technology sanat k. sarkar*, temple university","9:45","Grand Ballroom III (3rd Floor)","Wednesday, March 19","108. new developments in multiple comparisons procedures and variable selection"
109,574,"109. spatial models and dynamics applied to environmental sciences and public health science, asa section on statistics and the environment program 89 * = presenter | n = student award winner","10:10","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","109. spatial models and dynamics applied to environmental sciences and public health"
109,575,"a nonparametric bayesian model for spatial point processes with application to raccoon rabies spread luca gerardo-giorda, basque center for applied lance waller and leslie real, emory university gavino puggioni*, university of rhode island mathematics, spain","8:30","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","109. spatial models and dynamics applied to environmental sciences and public health"
109,576,"the role of weather in meningitis spread in africa yolanda hagar*, university of colorado, boulder mary hayden, national center of atmospheric research tom hopson, national center of atmospheric research abraham hodgson, ghana health service center of atmospheric research raj pandya, university corporation for atmospheric research abudulai adams forgor, war memorial hospital, ghana patricia akweongo, university of ghana andrew monoghan and christine wiedinmyer, national vanja dukic, university of colorado, boulder","8:55","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","109. spatial models and dynamics applied to environmental sciences and public health"
109,577,"a spatial point process model for viral infections murali haran*, joshua goldstein, john fricks and francesca chiaromonte, the pennsylvania state university","9:20","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","109. spatial models and dynamics applied to environmental sciences and public health"
109,578,"using genetic sequences to infer population dynamics: phylodynamic analysis of hiv transmission in se michigan edward l. ionides*, university of michigan","9:45","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","109. spatial models and dynamics applied to environmental sciences and public health"
110,579,"110. advances in longitudinal studies for predicting clinical outcomes school of medicine school of medicine","10:10","Grand Ballroom V (3rd Floor)","Wednesday, March 19","110. advances in longitudinal studies for predicting clinical outcomes"
110,580,"multi-state analysis of serial biomarkers, non-terminal, and terminal events richard j. cook*, university of waterloo","8:30","Grand Ballroom V (3rd Floor)","Wednesday, March 19","110. advances in longitudinal studies for predicting clinical outcomes"
110,581,"generalized quasi-likelihood ratio tests for semiparametric analysis of covariance models in longitudinal data yehua li*, iowa state university jin tang, university of georgia","8:55","Grand Ballroom V (3rd Floor)","Wednesday, March 19","110. advances in longitudinal studies for predicting clinical outcomes"
110,582,"a semi-parametric longitudinal model for predicting clinical outcomes sanjoy sinha*, carleton university school of medicine abdus sattar, case western reserve university","9:20","Grand Ballroom V (3rd Floor)","Wednesday, March 19","110. advances in longitudinal studies for predicting clinical outcomes"
110,583,"predicting outcomes using generalized linear mixed models sophia rabe-hesketh*, university of california, berkeley anders skrondal, norwegian institute of public health","9:45","Grand Ballroom V (3rd Floor)","Wednesday, March 19","110. advances in longitudinal studies for predicting clinical outcomes"
111,584,"111. contributed papers: new developments in education, consulting, and health policy","10:10","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","111. contributed papers: new developments in education, consulting, and health policy"
111,585,"the use of analogies to help clinicians and investigators better understand the principles and practice of biostatistics feinstein institute for medical research martin l. lesser*, meredith akerman and nina kohn,","8:30","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","111. contributed papers: new developments in education, consulting, and health policy"
111,586,"distributed data, confidentiality and specimen pooling: using an old tool for new challenges paramita saha chaudhuri*, duke university","8:45","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","111. contributed papers: new developments in education, consulting, and health policy"
111,587,"analysis of resting metabolic rate in a latin square design with repeated measures william d. johnson*, robbie beyl and jeffrey burton, pennington biomedical research center","9:00","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","111. contributed papers: new developments in education, consulting, and health policy"
111,588,"small area estimation of vaccination coverage rates by combining time series and cross sectional data public health foundation of india santanu pramanik* and ramanan laxminarayan,","9:15","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","111. contributed papers: new developments in education, consulting, and health policy"
111,589,"challenges using survey data to estimate problem gambling prevalence in the seig-ma project edward j. stanek iii* and rachel a. volberg, robert j. williams, university of lethbridge, university of massachusetts, amherst alberta, canada","9:30","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","111. contributed papers: new developments in education, consulting, and health policy"
111,590,"practical and statistical challenges in developing an hiv drug resistance surveillance protocol natalie exner* and marcello pagano, harvard university","9:45","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","111. contributed papers: new developments in education, consulting, and health policy"
112,591,"112. contributed papers: latest advances in functional and imaging data analysis school of public health","10:10","Atlantic Room (3rd Floor)","Wednesday, March 19","112. contributed papers: latest advances in functional and imaging data analysis"
112,592,"online functional principal component analysis david degras*, depaul university","8:30","Atlantic Room (3rd Floor)","Wednesday, March 19","112. contributed papers: latest advances in functional and imaging data analysis"
112,593,"modeling binary functional data with application to animal husbandry jan gertheiss*, university of göttingen engel f. hessel, university of göttingen 90 enar 2014 | spring meeting | march 16–19 verena maier, ludwig-maximilians-university munich ana-maria staicu, north carolina state university * = presenter | n = student award winner","8:45","Atlantic Room (3rd Floor)","Wednesday, March 19","112. contributed papers: latest advances in functional and imaging data analysis"
112,594,"using regression models to infer active connections in cortex mark a. reimers*, virginia commonwealth university","9:00","Atlantic Room (3rd Floor)","Wednesday, March 19","112. contributed papers: latest advances in functional and imaging data analysis"
112,595,"parametric modulation of functional mri signals: a mixed effect model approach lei huang* and martin lindquist, johns hopkins philip reiss, new york university child study center university ciprian crainiceanu, johns hopkins university","9:15","Atlantic Room (3rd Floor)","Wednesday, March 19","112. contributed papers: latest advances in functional and imaging data analysis"
112,596,"pre-processing of the longitudinal structural brain imaging data: a case study jacek urbanek* and jaroslaw harezlak, indiana elizabeth m. sweeney, johns hopkins bloomberg university fairbanks school of public health school of public health","9:30","Atlantic Room (3rd Floor)","Wednesday, March 19","112. contributed papers: latest advances in functional and imaging data analysis"
112,597,"clustering of ultra high dimensional longitudinal data seonjoo lee*, columbia university navid shiee, amazon inc. disorders and stroke, national institutes of health brian s. caffo and ciprian m. crainiceanu, johns hopkins university vadim zipunnikov, johns hopkins university daniel s. reich, national institute of neurological dzung l. pham, the henry jackson foundation","9:45","Atlantic Room (3rd Floor)","Wednesday, March 19","112. contributed papers: latest advances in functional and imaging data analysis"
112,598,"effects of registration on statistical analysis of mri data ani eloyan* and haochang shou, johns hopkins russell t. shinohara, university of pennsylvania hopkins university disorders and stroke, national institutes of health martin a. lindquist and ciprian m. crainiceanu, johns hopkins university university elizabeth m. sweeney and mary b. nebel, johns daniel s. reich, national institute of neurological","10:00","Atlantic Room (3rd Floor)","Wednesday, March 19","112. contributed papers: latest advances in functional and imaging data analysis"
113,599,"113. contributed papers: bayesian methods program 91 * = presenter | n = student award winner","10:00","Grand Ballroom I (3rd Floor)","Wednesday, March 19","113. contributed papers: bayesian methods"
113,600,"joint models for multivariate longitudinal measurements and a binary event: an application to a fetal growth study with longitudinal sungduk kim* and paul s. albert, eunice kennedy shriver national institutes of health ultrasound measurements national institute of child health and human development,","8:30","Grand Ballroom I (3rd Floor)","Wednesday, March 19","113. contributed papers: bayesian methods"
113,601,"bayesian peer calibration based on network position with application to alcohol use miles q. ott*, carleton college krista j. gile, university of massachusetts, amherst nancy p. barnett, brown university joseph h. hogan, brown university crystal linkletter, mathworks","8:45","Grand Ballroom I (3rd Floor)","Wednesday, March 19","113. contributed papers: bayesian methods"
113,602,"modeling long-term hiv dynamics with left censoring measurements tao lu*, state university of new york at albany","9:00","Grand Ballroom I (3rd Floor)","Wednesday, March 19","113. contributed papers: bayesian methods"
113,603,"a bayesian missing data framework for generalized multiple outcome mixed treatment comparisons and bradley p. carlin, university of minnesota hwanhee hong*, haitao chu, jing zhang","9:15","Grand Ballroom I (3rd Floor)","Wednesday, March 19","113. contributed papers: bayesian methods"
113,604,"clustering significant regions of brain activation using fmri meta data meredith ray*, university of south carolina jian kang, emory university hongmei zhang, university of memphis","9:30","Grand Ballroom I (3rd Floor)","Wednesday, March 19","113. contributed papers: bayesian methods"
113,605,"bayesian factorizations of big sparse tensors jing zhou n, university of north carolina, chapel hill anirban bhattacharya, duke university david b. dunson, duke university amy h. herring, university of north carolina, chapel hill","9:45","Grand Ballroom I (3rd Floor)","Wednesday, March 19","113. contributed papers: bayesian methods"
114,606,"114. contributed papers: multivariate survival analysis composite likelihood for joint analysis liqun diao*, university of rochester of multiple multistate processes via copulas richard j. cook, university of waterloo","10:00","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","114. contributed papers: multivariate survival analysis"
114,607,"inference on quantile residual life for semi-competing risks data wen-chi wu* and jong-hyeon jeong, university of pittsburgh","8:30","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","114. contributed papers: multivariate survival analysis"
114,608,"model selection and goodness-of-fit test procedures for copula models antai wang*, new jersey institute of technology","8:45","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","114. contributed papers: multivariate survival analysis"
114,609,"analysis of recurrent events data based on accelerated recurrence time model xiaoyan sun*, limin peng, yijian huang hui-chuan lai, university of wisconsin, madison and amita k. manatunga, emory university","9:00","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","114. contributed papers: multivariate survival analysis"
114,610,"simple two-stage semiparametric estimation of the positive stable shared frailty model yu han*, changyong feng and xin tu, university of rochester","9:15","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","114. contributed papers: multivariate survival analysis"
114,611,"nonparametric estimation of joint distribution of time from umbilical cord blood transplantation to first infection and gap times between recurrent chi hyun lee n and xianghua luo, university of minnesota todd defor, university of minnesota infections chiung-yu huang, johns hopkins university","9:30","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","114. contributed papers: multivariate survival analysis"
114,612,"safe trials for equivalence of two survival functions: alternative to the tests under proportional hazards wenting wang, university of texas debajyoti sinha, florida state university richard chappell, university of wisconsin, madison elvis martinez*, florida state university md anderson cancer center stuart lipsitz, harvard medical school","9:45","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","114. contributed papers: multivariate survival analysis"
115,613,"115. contributed papers: statistical analysis in the presence of missing data 92 enar 2014 | spring meeting | march 16–19 * = presenter | n = student award winner","10:00","Grand Ballroom VII (3rd Floor)","Wednesday, March 19","115. contributed papers: statistical analysis in the presence of missing data"
115,614,"variable selection and prediction with incomplete high-dimensional data ying liu*, yang feng, yuanjia wang and melanie wall, columbia university","8:30","Grand Ballroom VII (3rd Floor)","Wednesday, March 19","115. contributed papers: statistical analysis in the presence of missing data"
115,615,"quantile regression in the presence of monotone missingness with sensitivity analysis minzhao liu*, university of florida michael daniels, university of texas, austin","8:45","Grand Ballroom VII (3rd Floor)","Wednesday, March 19","115. contributed papers: statistical analysis in the presence of missing data"
115,616,"improving the robustness of doubly robust estimators peisong han*, university of waterloo lu wang, university of michigan","9:00","Grand Ballroom VII (3rd Floor)","Wednesday, March 19","115. contributed papers: statistical analysis in the presence of missing data"
115,617,"nonparametric manova approaches for non- normal multivariate outcomes with missing values fanyin he*, sati mazumdar, gong tang and stewart j. anderson, university of pittsburgh","9:15","Grand Ballroom VII (3rd Floor)","Wednesday, March 19","115. contributed papers: statistical analysis in the presence of missing data"
115,618,"model independent diagnostic for multiple imputations irina bondarenko* and trivellore raghunathan, university of michigan","9:30","Grand Ballroom VII (3rd Floor)","Wednesday, March 19","115. contributed papers: statistical analysis in the presence of missing data"
115,619,"simple relaxed conditional likelihood john j. hanfelt and lijia wang*, emory university","9:45","Grand Ballroom VII (3rd Floor)","Wednesday, March 19","115. contributed papers: statistical analysis in the presence of missing data"
116,620,"116. contributed papers: tools for longitudinal data analysis a two-part mixture model for zero-inflated random effects university of texas health science center at houston longitudinal measurements with heterogeneous huirong zhu*, sheng luo and stacia m. desantis,","10:00","Grand Ballroom X (3rd Floor)","Wednesday, March 19","116. contributed papers: tools for longitudinal data analysis"
116,621,"longitudinal outcome evaluation of a pilot study of provider delivered care management hsiu-ching chang*, bluecross blueshield of michigan","8:30","Grand Ballroom X (3rd Floor)","Wednesday, March 19","116. contributed papers: tools for longitudinal data analysis"
116,622,"properties and applications of multivariate antedependence models chulmin kim*, university of west georgia","8:45","Grand Ballroom X (3rd Floor)","Wednesday, March 19","116. contributed papers: tools for longitudinal data analysis"
116,623,"antedependence models for skew normal longitudinal data shu-ching chang* and dale zimmerman, university of iowa","9:00","Grand Ballroom X (3rd Floor)","Wednesday, March 19","116. contributed papers: tools for longitudinal data analysis"
116,624,"bayesian shared parameter models for dyadic longitudinal data with intermittent dropouts jaeil ahn*, georgetown university md anderson cancer center ying yuan and wenyi wang, university of texas","9:15","Grand Ballroom X (3rd Floor)","Wednesday, March 19","116. contributed papers: tools for longitudinal data analysis"
116,625,"an r package for sensitivity analysis on longitudinal data with non-ignorable intermittent missingness chenguang wang, johns hopkins university jing wang*, the george washington university","9:30","Grand Ballroom X (3rd Floor)","Wednesday, March 19","116. contributed papers: tools for longitudinal data analysis"
116,626,"a novel mixture model estimates time to onset of disease or drug effects and its association with key covariates sciences, national institutes of health national institutes of health mengyuan xu*, national institute of environmental health yin yao, the national institute of mental health,","9:45","Grand Ballroom X (3rd Floor)","Wednesday, March 19","116. contributed papers: tools for longitudinal data analysis"
117,627,"117. contributed papers: analysis of data from clinical trials hospital medical center stimuli for post-stroke language interventions university of massachusetts, amherst program 93 * = presenter | n = student award winner designing balanced patient-specific treatment minming li*, edward j. stanek iii and jacquie kurland, wednesday, march 19","10:00","Bristol Room (3rd Floor)","Wednesday, March 19","117. contributed papers: analysis of data from clinical trials"
117,628,"finding the optimal allocation in sequential binary response experiments with two possibly correlated endpoints science center at houston lu wang* and hongjian zhu, university of texas health","8:30","Bristol Room (3rd Floor)","Wednesday, March 19","117. contributed papers: analysis of data from clinical trials"
117,629,"a general class of correlation coefficients between binary and continuous variables for the 2 × 2 crossover design college of medicine luojun wang* and vernon chinchilli, penn state hershey","8:45","Bristol Room (3rd Floor)","Wednesday, March 19","117. contributed papers: analysis of data from clinical trials"
117,630,"weighted and replicated estimator for comparing dynamic treatment regimens with a binary outcome using smart data: practical issues kelley m. kidwell* and inbal nahum-shani, university connie kasari, university of california, los angeles and a simulations-based sample size calculator of michigan daniel almirall, university of michigan","9:00","Bristol Room (3rd Floor)","Wednesday, March 19","117. contributed papers: analysis of data from clinical trials"
117,631,"marginal meta analysis for combining randomized clinical trials with rare binary outcomes — reevaluating the safety concern of avandia baltimore county yi huang* and elande baro, university of maryland, guoxing soon, u.s. food and drug administration","9:15","Bristol Room (3rd Floor)","Wednesday, March 19","117. contributed papers: analysis of data from clinical trials"
117,632,"design issues and their effect on power and sampling frequency requirements for n-of-1 clinical trials scripps health yanpin wang*, andrew viterbi and nicholas schork,","9:30","Bristol Room (3rd Floor)","Wednesday, March 19","117. contributed papers: analysis of data from clinical trials"
117,633,"using internal pilots to design cluster randomized trials with unequal cluster sizes ashutosh ranjan*, university of alabama, birmingham leslie a. mcclure, university of alabama, birmingham christopher s. coffey, university of iowa","9:45","Bristol Room (3rd Floor)","Wednesday, March 19","117. contributed papers: analysis of data from clinical trials"
117,634,"refreshment break with our exhibitors wednesday, march 19","10:15","Bristol Room (3rd Floor)","Wednesday, March 19","117. contributed papers: analysis of data from clinical trials"
118,635,"118. human health and environmental statistics at the u.s. epa’s office of research and development the environment, asa government statistic section agency exploring chemically induced change in neuronal networks diana hall*, university of north carolina, chapel hill","10:30","Grand Ballroom Foyer (3rd Floor)","Wednesday, March 19","118. human health and environmental statistics at the u.s. epa’s office of research and development"
118,636,"development and evaluation of two reduced form versions of a deterministic air quality model for ozone and particulate matter sharon b. phillips and carey jang, u.s. environmental kristen m. foley*, sergey l. napelenok, protection agency","10:50","Grand Ballroom Foyer (3rd Floor)","Wednesday, March 19","118. human health and environmental statistics at the u.s. epa’s office of research and development"
118,637,"fully bayesian analysis of high-throughput targeted metabolomics assays james l. crooks*, denise k. macmillan protection agency and jane e. gallagher, u.s. environmental","11:10","Grand Ballroom Foyer (3rd Floor)","Wednesday, March 19","118. human health and environmental statistics at the u.s. epa’s office of research and development"
118,638,"implications of nonlinear concentration response curve for ozone related mortality on risk assessment u.s. environmental protection agency ana g. rappold* and james l. crooks,","11:30","Grand Ballroom Foyer (3rd Floor)","Wednesday, March 19","118. human health and environmental statistics at the u.s. epa’s office of research and development"
118,639,"modeling the effect of temperature on ozone-related mortality ander wilson*, north carolina state university protection agency ana g. rappold and lucas m. neas, u.s. environmental brian j. reich, north carolina state university","11:50","Grand Ballroom Foyer (3rd Floor)","Wednesday, March 19","118. human health and environmental statistics at the u.s. epa’s office of research and development"
119,640,"119. power analysis for mixed models: where we stand","11:50","Grand Ballroom V (3rd Floor)","Wednesday, March 19","119. power analysis for mixed models: where we stand"
119,641,"introduction keith muller*, university of florida","10:30","Grand Ballroom V (3rd Floor)","Wednesday, March 19","119. power analysis for mixed models: where we stand"
119,642,"quick (but accurate) power and precision approximation using generalized linear mixed model software walter w. stroup*, university of nebraska, lincoln","10:35","Grand Ballroom V (3rd Floor)","Wednesday, March 19","119. power analysis for mixed models: where we stand"
119,643,"sample size for fixed effect inference in longitudinal and multilevel mixed models yueh-yun chi*, university of florida","10:55","Grand Ballroom V (3rd Floor)","Wednesday, March 19","119. power analysis for mixed models: where we stand"
119,644,"optimal combination of number of participants and number of repeated measurements in longitudinal studies with time-varying exposure jose barrera-gomez and xavier basagana, centre barcelona, spain donna spiegelman*, harvard school of public health for research in environmental epidemiology (creal),","11:15","Grand Ballroom V (3rd Floor)","Wednesday, March 19","119. power analysis for mixed models: where we stand"
119,645,"panel discussion","11:35","Grand Ballroom V (3rd Floor)","Wednesday, March 19","119. power analysis for mixed models: where we stand"
120,646,"120. new developments in estimating causal effects of time-varying treatments school of medicine school of medicine","11:35","Grand Ballroom III (3rd Floor)","Wednesday, March 19","120. new developments in estimating causal effects of time-varying treatments"
120,647,"double robust estimation strategies for longitudinal censored data mireille e. schnitzer*, université de montréal judith j. lok, harvard school of public health","10:30","Grand Ballroom III (3rd Floor)","Wednesday, March 19","120. new developments in estimating causal effects of time-varying treatments"
120,648,"nonparametric smoothing for causal inference with continuous treatments edward h. kennedy* and marshall m. joffe, 94 enar 2014 | spring meeting | march 16–19 university of pennsylvania * = presenter | n = student award winner","10:55","Grand Ballroom III (3rd Floor)","Wednesday, March 19","120. new developments in estimating causal effects of time-varying treatments"
120,649,"overcoming challenges associated with artificial censoring in structural nested failure time models david m. vock*, university of minnesota","11:20","Grand Ballroom III (3rd Floor)","Wednesday, March 19","120. new developments in estimating causal effects of time-varying treatments"
120,650,"inference for causal effects of time-varying treatment in the presence of selective measurement error marshall m. joffe*, university of pennsylvania","11:45","Grand Ballroom III (3rd Floor)","Wednesday, March 19","120. new developments in estimating causal effects of time-varying treatments"
121,652,"121. inside the biostatistical collaborative process university of michigan","12:10","Grand Ballroom II (3rd Floor)","Wednesday, March 19","121. inside the biostatistical collaborative process"
121,653,"mass spectrometry-based metabolomics to understand human health and disease andrew patterson*, the pennsylvania state university","10:30","Grand Ballroom II (3rd Floor)","Wednesday, March 19","121. inside the biostatistical collaborative process"
121,654,"kernel machines for metabolomics data analysis xiang zhan, debashis ghosh* and andrew patterson, the pennsylvania state university","11:00","Grand Ballroom II (3rd Floor)","Wednesday, March 19","121. inside the biostatistical collaborative process"
121,655,"discussant: wei pan, university of minnesota","11:45","Grand Ballroom II (3rd Floor)","Wednesday, March 19","121. inside the biostatistical collaborative process"
122,656,"122. contributed papers: non-parametric methods combination of nonparametric regression from raman spectra university of kentucky ramachandra dasari, massachusetts institute of technology based classifiers for breast tissue diagnosis jing guo*, richard charnigo and cidambi srinivasan, maryann fitzmaurice, case western reserve university abigail haka, cornell university","11:45","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","122. contributed papers: non-parametric methods"
122,657,"on inverse probability weighted estimators in the presence of interference lan liu*, michael g. hudgens and sylvia becker-dreps, university of north carolina, chapel hill","10:30","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","122. contributed papers: non-parametric methods"
122,658,"association of time to recovery and a subsequent depressive or mania episode xiaotian chen* and yu cheng, university of pittsburgh","10:45","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","122. contributed papers: non-parametric methods"
122,659,"bayesian doubly semiparametric proportional hazards model with commensurate priors that facilitate borrowing from a nonexchangeable thomas a. murray*, university of minnesota bradley p. carlin, university of minnesota data source brian p. hobbs, university of texas md anderson cancer center","11:00","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","122. contributed papers: non-parametric methods"
122,660,"bivariate penalized splines for regression ming-jun lai and lily wang*, university of georgia","11:15","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","122. contributed papers: non-parametric methods"
122,661,"signed rank with responses missing at random huybrechts f. bindele*, university of south alabama","11:30","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","122. contributed papers: non-parametric methods"
122,662,"gene-trait similarity u test changshuai wei* and qing lu, michigan state university program 95 * = presenter | n = student award winner","12:00","Grand Ballroom VI (3rd Floor)","Wednesday, March 19","122. contributed papers: non-parametric methods"
123,663,"123. contributed papers: variable subset selection chapel hill","12:00","Atlantic Room (3rd Floor)","Wednesday, March 19","123. contributed papers: variable subset selection"
123,664,"time-varying networks estimation and dynamic model selection xinxin shu* and annie qu, university of illinois, urbana-champaign","10:30","Atlantic Room (3rd Floor)","Wednesday, March 19","123. contributed papers: variable subset selection"
123,665,"simultaneous variable selection for joint models of longitudinal and survival outcomes zangdong he*, indiana university school of medicine wanzhu tu, indiana university school of medicine, institute, inc. haoda fu, eli lilly & company zhangsheng yu, indiana university school of medicine and fairbanks school of public health and fairbanks school of public health fairbanks school of public health and regenstrief sijian wang, university of wisconsin, madison","10:45","Atlantic Room (3rd Floor)","Wednesday, March 19","123. contributed papers: variable subset selection"
